<<<<<<< HEAD
"","coefficients","replicate","pval","treatment_site"
"sitePW...75",0.308193194929317,25,6.36123690604742e-30,"sitePW"
"siteCI5...76",0.570895111462644,26,7.46899810714799e-101,"siteCI5"
"siteDB...77",-0.220796594794107,26,2.21636024045689e-15,"siteDB"
"sitePW...78",0.259864302131198,26,1.14969892693595e-23,"sitePW"
"siteCI5...79",0.64177073469799,27,2.40182812997136e-125,"siteCI5"
"siteDB...80",0.146716132084586,27,3.58908293123984e-08,"siteDB"
"sitePW...81",0.179142117894899,27,2.69070021005591e-11,"sitePW"
"siteCI5...82",0.54198102306094,28,3.38410913272549e-93,"siteCI5"
"siteDB...83",-0.0780930234289718,28,0.00387122852776013,"siteDB"
"sitePW...84",0.10766262342097,28,5.6773632519717e-05,"sitePW"
"siteCI5...85",0.582761726629954,29,4.67394180730211e-104,"siteCI5"
"siteDB...86",0.0470306942313621,29,0.0806063851825175,"siteDB"
"sitePW...87",0.200312040464522,29,3.27953581997691e-14,"sitePW"
"siteCI5...88",0.635220049969218,30,5.13449598800182e-128,"siteCI5"
"siteDB...89",-0.0264157768444906,30,0.329288907352769,"siteDB"
"sitePW...90",0.108054743194915,30,4.90812706015769e-05,"sitePW"
"siteCI5...91",0.51267172029811,31,1.18499209136246e-75,"siteCI5"
"siteDB...92",-0.109181032051504,31,0.000120111933565173,"siteDB"
"sitePW...93",0.228339741696759,31,9.35908123e-17,"sitePW"
"siteCI5...94",0.660488977280684,32,1.921045297529e-134,"siteCI5"
"siteDB...95",-0.0389606388149785,32,0.159095132844358,"siteDB"
"sitePW...96",0.290396692694178,32,7.10568208180444e-29,"sitePW"
"siteCI5...97",0.3852695905012,33,4.7425397410212e-49,"siteCI5"
"siteDB...98",-0.104343269181764,33,5.41889519551215e-05,"siteDB"
"sitePW...99",0.0865037665702983,33,0.00063542984489089,"sitePW"
"siteCI5...100",0.787232660064196,34,7.98061521076058e-187,"siteCI5"
"siteDB...101",0.0128224294303562,34,0.651984524045532,"siteDB"
"sitePW...102",0.297529529596691,34,4.41140250041995e-28,"sitePW"
"siteCI5...103",0.672179973868663,35,1.87849680269376e-125,"siteCI5"
"siteDB...104",0.240699406453876,35,1.23470381992866e-18,"siteDB"
"sitePW...105",0.480579073028641,35,1.41064236307476e-72,"sitePW"
"siteCI5...106",0.705995728690494,36,2.11866619126634e-142,"siteCI5"
"siteDB...107",0.144194906244085,36,2.80092045129226e-07,"siteDB"
"sitePW...108",0.399964586354456,36,5.4547317863355e-50,"sitePW"
"siteCI5...109",0.569525918185385,37,9.81472470700759e-98,"siteCI5"
"siteDB...110",0.0717737281097224,37,0.00840923212880553,"siteDB"
"sitePW...111",0.247954207139174,37,1.74196853292554e-21,"sitePW"
"siteCI5...112",0.74803259845201,38,3.98772054055836e-151,"siteCI5"
"siteDB...113",0.354964491234671,38,1.26444229612189e-37,"siteDB"
"sitePW...114",0.346414773658025,38,1.70209072203517e-35,"sitePW"
"siteCI5...115",0.511280287093972,39,1.12821774654364e-80,"siteCI5"
"siteDB...116",0.00434148875692522,39,0.872315425820686,"siteDB"
"sitePW...117",0.100373562260844,39,0.000179290520706656,"sitePW"
"siteCI5...118",0.598918055993208,40,1.08368446114393e-113,"siteCI5"
"siteDB...119",0.05744896811459,40,0.0295949901622922,"siteDB"
"sitePW...120",0.188712849520454,40,3.55785757346385e-13,"sitePW"
"siteCI5...121",0.6139479762536,41,1.52863915996499e-129,"siteCI5"
"siteDB...122",-0.131316599795046,41,5.91334742943992e-07,"siteDB"
"sitePW...123",0.136449395872473,41,1.0026933004032e-07,"sitePW"
"siteCI5...124",0.830678578012845,42,9.32051023053269e-216,"siteCI5"
"siteDB...125",0.227218073569313,42,1.5950760125465e-17,"siteDB"
"sitePW...126",0.29060301156671,42,1.50750632177488e-27,"sitePW"
"siteCI5...127",0.544052092770713,43,1.55434878795833e-92,"siteCI5"
"siteDB...128",-0.110777780632027,43,5.26775144257442e-05,"siteDB"
"sitePW...129",0.125574107604206,43,1.97173582858572e-06,"sitePW"
"siteCI5...130",0.643692483679039,44,6.58580279829716e-124,"siteCI5"
"siteDB...131",-0.0636055860431432,44,0.0226034447632577,"siteDB"
"sitePW...132",0.103422082704533,44,0.000100160191821044,"sitePW"
"siteCI5...133",0.644925846721487,45,2.10505382100474e-122,"siteCI5"
"siteDB...134",-0.0490820280395396,45,0.0847273064582742,"siteDB"
"sitePW...135",0.34861361362212,45,2.47698784253742e-39,"sitePW"
"siteCI5...136",0.569136501734842,46,1.31013073616198e-112,"siteCI5"
"siteDB...137",-0.0185302589079645,46,0.473631223432604,"siteDB"
"sitePW...138",0.127714343001567,46,4.11293806436404e-07,"sitePW"
"siteCI5...139",0.646985001244167,47,3.04375038252609e-138,"siteCI5"
"siteDB...140",0.0388976266105293,47,0.137044147200222,"siteDB"
"sitePW...141",0.131905232078845,47,3.82123938987432e-07,"sitePW"
"siteCI5...142",0.915397435228824,48,3.08042034067042e-276,"siteCI5"
"siteDB...143",0.0488900143842149,48,0.0749834806347551,"siteDB"
"sitePW...144",0.265484128486893,48,3.10134701344111e-23,"sitePW"
"siteCI5...145",1.0008976458767,49,4.99491825503415e-263,"siteCI5"
"siteDB...146",0.163111658551909,49,6.60465118639748e-08,"siteDB"
"sitePW...147",0.489098040549196,49,1.05757919667868e-63,"sitePW"
"siteCI5...148",0.582107830696374,50,7.12328817591422e-104,"siteCI5"
"siteDB...149",0.101205739506191,50,0.000124999604502423,"siteDB"
"sitePW...150",0.217016793085369,50,1.67897280702868e-16,"sitePW"
"siteCI5...151",0.765183885659691,51,1.04246091628202e-188,"siteCI5"
"siteDB...152",0.158500315962472,51,2.56473140476844e-09,"siteDB"
"sitePW...153",0.368833422126756,51,2.51822092234154e-46,"sitePW"
"siteCI5...154",0.698971492058427,52,5.75051446735836e-147,"siteCI5"
"siteDB...155",0.173467576323322,52,1.45248316954434e-10,"siteDB"
"sitePW...156",0.30736992021202,52,3.28739543900382e-31,"sitePW"
"siteCI5...157",0.72527189736278,53,1.39167988578972e-164,"siteCI5"
"siteDB...158",0.110886116298026,53,2.85308252954293e-05,"siteDB"
"sitePW...159",0.286884324661371,53,2.29947362326722e-28,"sitePW"
"siteCI5...160",0.743885546436655,54,7.52814836835369e-166,"siteCI5"
"siteDB...161",0.0685954536879118,54,0.013487101088989,"siteDB"
"sitePW...162",0.294292638887832,54,3.05156680394533e-27,"sitePW"
"siteCI5...163",0.574431287574719,55,8.38265479761828e-111,"siteCI5"
"siteDB...164",-0.0834746874120835,55,0.00161087319272382,"siteDB"
"sitePW...165",0.0960189993582627,55,0.000157635691601169,"sitePW"
"siteCI5...166",0.572088762584113,56,2.45769305727897e-91,"siteCI5"
"siteDB...167",0.253225453698519,56,2.68212302960892e-20,"siteDB"
"sitePW...168",0.179796996527324,56,1.97081595979686e-10,"sitePW"
"siteCI5...169",0.589948964580447,57,1.80218479627341e-106,"siteCI5"
"siteDB...170",0.110738859318125,57,2.62232403169028e-05,"siteDB"
"sitePW...171",0.279729817059064,57,5.44595952460987e-27,"sitePW"
"siteCI5...172",0.540188594536059,58,2.41985816267916e-86,"siteCI5"
"siteDB...173",-0.0276646299858634,58,0.319642964227098,"siteDB"
"sitePW...174",0.107224924750887,58,9.10418936652318e-05,"sitePW"
"siteCI5...175",0.475725411125541,59,4.88716595296569e-74,"siteCI5"
"siteDB...176",-0.140922720531282,59,8.50993127332621e-08,"siteDB"
"sitePW...177",-0.00326763207524761,59,0.899230767492037,"sitePW"
"siteCI5...178",0.710376367732694,60,6.3230878156408e-142,"siteCI5"
"siteDB...179",0.0893303532994583,60,0.00153518965727543,"siteDB"
"sitePW...180",0.23230375097106,60,6.90912427816383e-17,"sitePW"
"siteCI5...181",0.45068482002436,61,1.43509470581178e-68,"siteCI5"
"siteDB...182",-0.041208394755989,61,0.108956116864445,"siteDB"
"sitePW...183",-0.0161891635881515,61,0.538150827466393,"sitePW"
"siteCI5...184",0.76438073837758,62,2.43684735015819e-176,"siteCI5"
"siteDB...185",0.0150723745851512,62,0.593046741690191,"siteDB"
"sitePW...186",0.237598029843952,62,5.00240216690215e-18,"sitePW"
"siteCI5...187",0.688313685679903,63,5.43453389383314e-136,"siteCI5"
"siteDB...188",0.120449046557582,63,1.0138246070278e-05,"siteDB"
"sitePW...189",0.269494631204958,63,1.39887763159914e-23,"sitePW"
"siteCI5...190",0.58179723106498,64,2.50010672369683e-106,"siteCI5"
"siteDB...191",-0.0752807426093387,64,0.00560847298982947,"siteDB"
"sitePW...192",0.044027723731185,64,0.0985138323618071,"sitePW"
"siteCI5...193",0.659922859409936,65,9.53617696021695e-133,"siteCI5"
"siteDB...194",0.12081290811486,65,8.20577759513124e-06,"siteDB"
"sitePW...195",0.165501669798481,65,1.68078812881755e-09,"sitePW"
"siteCI5...196",0.768083046011428,66,3.92356944488559e-194,"siteCI5"
"siteDB...197",0.0493150987433335,66,0.0646244164885202,"siteDB"
"sitePW...198",0.198400287540932,66,6.52749907948195e-14,"sitePW"
"siteCI5...199",0.695891351251854,67,1.5645908978153e-140,"siteCI5"
"siteDB...200",0.171249359669235,67,4.5586420005354e-10,"siteDB"
"sitePW...201",0.284155486138928,67,5.97796778065476e-25,"sitePW"
"siteCI5...202",0.425347939018553,68,6.41702153206693e-54,"siteCI5"
"siteDB...203",-0.0433017298837682,68,0.107115274424511,"siteDB"
"sitePW...204",0.0609570763530039,68,0.0210868740793539,"sitePW"
"siteCI5...205",0.547305979626256,69,1.39793259516459e-93,"siteCI5"
"siteDB...206",-0.0228092684298662,69,0.393867579276562,"siteDB"
"sitePW...207",0.168092108340648,69,1.63150963757743e-10,"sitePW"
"siteCI5...208",0.484054659592852,70,6.45227951490553e-62,"siteCI5"
"siteDB...209",0.290522903189415,70,8.74382197973758e-26,"siteDB"
"sitePW...210",0.423518970493772,70,2.47860543833032e-54,"sitePW"
"siteCI5...211",0.651280273632904,71,7.98815439429413e-129,"siteCI5"
"siteDB...212",0.00157582905984193,71,0.954323994400307,"siteDB"
"sitePW...213",0.165833458285723,71,1.04222989083771e-09,"sitePW"
"siteCI5...214",0.591962439671964,72,2.63614863617763e-108,"siteCI5"
"siteDB...215",0.137612894357105,72,1.67688205738794e-07,"siteDB"
"sitePW...216",0.279356009205176,72,2.50931762245461e-27,"sitePW"
"siteCI5...217",0.773354537806133,73,5.88476594707035e-172,"siteCI5"
"siteDB...218",0.278449721363686,73,2.41112419463168e-23,"siteDB"
"sitePW...219",0.389292685432387,73,9.29119476704297e-45,"sitePW"
"siteCI5...220",0.33372252335619,74,1.12692246394477e-37,"siteCI5"
"siteDB...221",-0.224942883642009,74,2.94513501220664e-17,"siteDB"
"sitePW...222",0.0101009861497467,74,0.689398530929609,"sitePW"
"siteCI5...223",0.520909667922841,75,2.42519338864012e-83,"siteCI5"
"siteDB...224",-0.0187318087861698,75,0.490006945458537,"siteDB"
"sitePW...225",0.269448838728897,75,3.25097300873938e-25,"sitePW"
"siteCI5...226",0.695334779188524,76,1.27880421337005e-145,"siteCI5"
"siteDB...227",-0.0423469545276677,76,0.127123264312432,"siteDB"
"sitePW...228",0.209882763146146,76,5.30718267971387e-15,"sitePW"
"siteCI5...229",0.58974826544754,77,1.60785376714445e-95,"siteCI5"
"siteDB...230",0.184625468145745,77,2.89523893845727e-11,"siteDB"
"sitePW...231",0.304144378206628,77,2.99286206734801e-28,"sitePW"
"siteCI5...232",0.992655022467672,78,4.60166580793358e-225,"siteCI5"
"siteDB...233",0.552772453437271,78,1.31029853780392e-73,"siteDB"
"sitePW...234",0.694352647819519,78,1.46844648237538e-114,"sitePW"
"siteCI5...235",0.755078926521848,79,7.67096126837691e-191,"siteCI5"
"siteDB...236",0.129180263016261,79,7.49900629560356e-07,"siteDB"
"sitePW...237",0.159785170411378,79,8.84898228810278e-10,"sitePW"
"siteCI5...238",0.827374202185027,80,2.3159011052012e-197,"siteCI5"
"siteDB...239",0.193084321172514,80,3.4739572269643e-12,"siteDB"
"sitePW...240",0.287508835855886,80,3.37233047729446e-25,"sitePW"
"siteCI5...241",0.77208021378499,81,1.05749090743597e-183,"siteCI5"
"siteDB...242",0.111703244095629,81,3.23688214213896e-05,"siteDB"
"sitePW...243",0.289670903691979,81,1.27375633051916e-27,"sitePW"
"siteCI5...244",0.621410138629465,82,2.44644955611608e-125,"siteCI5"
"siteDB...245",0.131096756378777,82,4.77196174876942e-07,"siteDB"
"sitePW...246",0.094184851590526,82,0.000354257758522909,"sitePW"
"siteCI5...247",0.623501453093119,83,8.62542736193354e-119,"siteCI5"
"siteDB...248",-0.00877207382395259,83,0.745451428677799,"siteDB"
"sitePW...249",0.134911825318538,83,4.95555882453873e-07,"sitePW"
"siteCI5...250",0.624384119037891,84,1.02531931933987e-126,"siteCI5"
"siteDB...251",0.121485680174347,84,2.72120924450187e-06,"siteDB"
"sitePW...252",0.17126580762174,84,4.07181249908351e-11,"sitePW"
"siteCI5...253",0.683277887684723,85,3.56462483531956e-151,"siteCI5"
"siteDB...254",-0.0127906633086429,85,0.642147745286306,"siteDB"
"sitePW...255",0.242125098088054,85,3.6068447178608e-20,"sitePW"
"siteCI5...256",0.612378122313445,86,6.49279558195101e-108,"siteCI5"
"siteDB...257",0.122853152558986,86,7.45657604484709e-06,"siteDB"
"sitePW...258",0.438020169634311,86,4.44830416499685e-62,"sitePW"
"siteCI5...259",0.808584610718737,87,2.71829521669247e-200,"siteCI5"
"siteDB...260",0.221318353203801,87,6.27546925783355e-16,"siteDB"
"sitePW...261",0.263918205950759,87,6.99237319840891e-22,"sitePW"
"siteCI5...262",0.83046235962143,88,3.48278550122538e-196,"siteCI5"
"siteDB...263",0.274445658577059,88,2.63645568083874e-23,"siteDB"
"sitePW...264",0.37247377973786,88,1.81953052427257e-41,"sitePW"
"siteCI5...265",0.583171948850464,89,2.84697462898164e-103,"siteCI5"
"siteDB...266",0.11110063673852,89,3.7538039226755e-05,"siteDB"
"sitePW...267",0.251247076710728,89,2.22651829366687e-21,"sitePW"
"siteCI5...268",0.563387005090999,90,2.57932628090907e-99,"siteCI5"
"siteDB...269",0.0424562837372173,90,0.111651929323674,"siteDB"
"sitePW...270",0.127882636058244,90,1.85034669847683e-06,"sitePW"
"siteCI5...271",0.590398571269368,91,2.40801995985427e-121,"siteCI5"
"siteDB...272",-0.0459249873163936,91,0.0770152320575263,"siteDB"
"sitePW...273",0.136810973273954,91,8.85240323372564e-08,"sitePW"
"siteCI5...274",0.537106674884959,92,1.8996717968105e-82,"siteCI5"
"siteDB...275",0.13737132226732,92,7.32582469798844e-07,"siteDB"
"sitePW...276",0.311578647545309,92,1.01998005012231e-30,"sitePW"
"siteCI5...277",0.767121723816528,93,4.69726812515592e-174,"siteCI5"
"siteDB...278",0.0539877972240292,93,0.0581999684331657,"siteDB"
"sitePW...279",0.240674765401632,93,9.00614932485032e-18,"sitePW"
"siteCI5...280",0.783026516359429,94,5.49354857816654e-174,"siteCI5"
"siteDB...281",0.117126033205468,94,4.06465865951135e-05,"siteDB"
"sitePW...282",0.386855545903338,94,2.23392114594694e-44,"sitePW"
"siteCI5...283",0.665901938666011,95,1.85534510129215e-150,"siteCI5"
"siteDB...284",-0.0719896260458775,95,0.00629737123975715,"siteDB"
"sitePW...285",0.11895149959572,95,3.89407794978269e-06,"sitePW"
"siteCI5...286",0.545598660246737,96,1.64796126435128e-110,"siteCI5"
"siteDB...287",-0.223215674274214,96,2.92987083537639e-18,"siteDB"
"sitePW...288",0.00672580048109136,96,0.785428714576879,"sitePW"
"siteCI5...289",0.576930306744261,97,1.51851015349309e-105,"siteCI5"
"siteDB...290",-0.0614841817652363,97,0.0227601031622549,"siteDB"
"sitePW...291",0.187200726768063,97,3.86966782446019e-13,"sitePW"
"siteCI5...292",0.798862369584397,98,2.0392694802992e-191,"siteCI5"
"siteDB...293",0.164309210469433,98,2.95285870230594e-09,"siteDB"
"sitePW...294",0.319388889356263,98,5.56588249223508e-32,"sitePW"
"siteCI5...295",0.690945263795487,99,3.42202918696166e-135,"siteCI5"
"siteDB...296",0.146460056972137,99,1.02445675236771e-07,"siteDB"
"sitePW...297",0.321437563857928,99,1.23128889989477e-32,"sitePW"
"siteCI5...298",0.543821418836288,100,5.53917054107686e-99,"siteCI5"
"siteDB...299",-0.154923663496648,100,2.80466643001471e-09,"siteDB"
"sitePW...300",0.0354383917699524,100,0.17183563189128,"sitePW"
"siteCI5...301",0.754500801085956,101,1.30326854439061e-163,"siteCI5"
"siteDB...302",0.0738106913329658,101,0.00853983614758455,"siteDB"
"sitePW...303",0.219122169858149,101,3.96709294088289e-15,"sitePW"
"siteCI5...304",0.561659333609753,102,2.46086778706911e-105,"siteCI5"
"siteDB...305",0.00729639283791751,102,0.783807344719601,"siteDB"
"sitePW...306",0.0555492498528192,102,0.0392554858811171,"sitePW"
"siteCI5...307",0.49560245435924,103,1.30193386090452e-80,"siteCI5"
"siteDB...308",-0.0898726980033847,103,0.000583497928994733,"siteDB"
"sitePW...309",0.0516066037743935,103,0.0438678035429244,"sitePW"
"siteCI5...310",0.696810268024681,104,8.74680152353587e-149,"siteCI5"
"siteDB...311",0.057965675773662,104,0.0344957406958833,"siteDB"
"sitePW...312",0.222937129448295,104,5.90749689321066e-17,"sitePW"
"siteCI5...313",0.819623082129101,105,1.36414339540999e-189,"siteCI5"
"siteDB...314",0.287996991620714,105,2.82523211132652e-24,"siteDB"
"sitePW...315",0.243295132609696,105,2.52468352306304e-17,"sitePW"
"siteCI5...316",0.584982249309626,106,6.40917194005724e-108,"siteCI5"
"siteDB...317",-0.112082326205924,106,3.78207083079222e-05,"siteDB"
"sitePW...318",0.209705662329487,106,8.37362666137921e-16,"sitePW"
"siteCI5...319",0.640388026791022,107,3.16953557134662e-134,"siteCI5"
"siteDB...320",-0.0546562466587201,107,0.0404229280486048,"siteDB"
"sitePW...321",0.0629240834586393,107,0.0163662942415453,"sitePW"
"siteCI5...322",0.733931979414418,108,2.34292549563826e-173,"siteCI5"
"siteDB...323",0.010526129776042,108,0.692118382161997,"siteDB"
"sitePW...324",0.162856186807907,108,5.36003182504865e-10,"sitePW"
"siteCI5...325",0.611917507359689,109,6.99056140109592e-120,"siteCI5"
"siteDB...326",-0.0998668070769646,109,0.000240557987592149,"siteDB"
"sitePW...327",0.170527776653782,109,3.11204031588195e-11,"sitePW"
"siteCI5...328",0.63849749614275,110,1.74712879127206e-132,"siteCI5"
"siteDB...329",-0.202710926162514,110,4.17534938306213e-13,"siteDB"
"sitePW...330",0.204712310910505,110,3.57273609913549e-15,"sitePW"
"siteCI5...331",0.818564397973632,111,5.24619154652609e-201,"siteCI5"
"siteDB...332",0.0518809523933263,111,0.0600186530197343,"siteDB"
"sitePW...333",0.377547284431738,111,8.3627467901748e-46,"sitePW"
"siteCI5...334",0.860946088398535,112,1.41239876331127e-213,"siteCI5"
"siteDB...335",0.0660306244674002,112,0.0208824198216957,"siteDB"
"sitePW...336",0.426170736891165,112,2.34158268932263e-55,"sitePW"
"siteCI5...337",0.737377387761889,113,5.11569379773209e-167,"siteCI5"
"siteDB...338",0.115281122442308,113,2.15055460305287e-05,"siteDB"
"sitePW...339",0.31852962606659,113,8.15616327487661e-33,"sitePW"
"siteCI5...340",0.650618576222257,114,1.6021522425387e-132,"siteCI5"
"siteDB...341",-0.0118999289259226,114,0.659033885157177,"siteDB"
"sitePW...342",0.170255735071024,114,1.14224391213511e-10,"sitePW"
"siteCI5...343",0.676333553137788,115,2.61733303027096e-132,"siteCI5"
"siteDB...344",0.155630052683081,115,1.21834263708569e-08,"siteDB"
"sitePW...345",0.319633215879639,115,6.04280037091694e-32,"sitePW"
"siteCI5...346",0.735468308988101,116,1.00827723540304e-150,"siteCI5"
"siteDB...347",0.123438781188007,116,1.11701206092394e-05,"siteDB"
"sitePW...348",0.302504482070455,116,4.73561791096712e-27,"sitePW"
"siteCI5...349",0.603669755997604,117,7.24068006280613e-116,"siteCI5"
"siteDB...350",-0.0418221681534829,117,0.126098038013952,"siteDB"
"sitePW...351",0.217087950974391,117,1.22807690896814e-16,"sitePW"
"siteCI5...352",0.692940526228813,118,8.19563800533922e-136,"siteCI5"
"siteDB...353",0.126270188887694,118,5.48799664996636e-06,"siteDB"
"sitePW...354",0.382569776240337,118,3.10400420149776e-45,"sitePW"
"siteCI5...355",0.696808005191144,119,9.06545132916826e-160,"siteCI5"
"siteDB...356",-0.0494342645676845,119,0.0660597999353999,"siteDB"
"sitePW...357",0.181342414860845,119,2.87164407902971e-12,"sitePW"
"siteCI5...358",0.531306971461936,120,7.32255239521531e-88,"siteCI5"
"siteDB...359",0.0631885468270778,120,0.0164682538158587,"siteDB"
"sitePW...360",0.2416367449086,120,1.21934550504526e-20,"sitePW"
"siteCI5...361",0.726909651822628,121,8.47671263501633e-164,"siteCI5"
"siteDB...362",0.0277180223101172,121,0.308355244224306,"siteDB"
"sitePW...363",0.250542903477136,121,4.97681705906239e-21,"sitePW"
"siteCI5...364",0.824507526163321,122,2.38466664967873e-190,"siteCI5"
"siteDB...365",0.129039116560619,122,9.94515717538118e-06,"siteDB"
"sitePW...366",0.439719484888168,122,1.26035667186186e-56,"sitePW"
"siteCI5...367",0.542214222089463,123,4.69568515802891e-99,"siteCI5"
"siteDB...368",-0.184731079494425,123,4.87746127440769e-12,"siteDB"
"sitePW...369",0.0680480107799045,123,0.00821809955713274,"sitePW"
"siteCI5...370",0.549087912417339,124,1.92885916290843e-101,"siteCI5"
"siteDB...371",-0.00894786328143212,124,0.730374710710872,"siteDB"
"sitePW...372",0.0226316905969302,124,0.390913295953367,"sitePW"
"siteCI5...373",0.734699535691641,125,7.67731685037292e-165,"siteCI5"
"siteDB...374",0.0361895022671592,125,0.188546160142053,"siteDB"
"sitePW...375",0.334173950886465,125,4.92599576273996e-37,"sitePW"
"siteCI5...376",0.701337637215911,126,3.85344513762187e-153,"siteCI5"
"siteDB...377",0.125358200892217,126,2.73725456794228e-06,"siteDB"
"sitePW...378",0.252774911624047,126,7.1533129021435e-22,"sitePW"
"siteCI5...379",0.574047453988672,127,2.25063348282685e-105,"siteCI5"
"siteDB...380",0.00106505865417863,127,0.968205008894071,"siteDB"
"sitePW...381",0.169281409161234,127,1.30374640723923e-10,"sitePW"
"siteCI5...382",0.66099272417545,128,2.55871424459797e-134,"siteCI5"
