"","coefficients","replicate","pval","treatment_site"
"treatment20C:sitePW...50",0.0388151101840781,10,0.255499038003821,"treatment20C:sitePW"
"treatment20C...51",-0.340671933753561,11,2.11023571486233e-45,"treatment20C"
"siteDB...52",-0.578385399898695,11,8.72074535828692e-127,"siteDB"
"sitePW...53",-0.383469355733419,11,9.12581621267232e-60,"sitePW"
"treatment20C:siteDB...54",0.0760698161099879,11,0.0297691793296523,"treatment20C:siteDB"
"treatment20C:sitePW...55",0.0603908807623962,11,0.0710611525816372,"treatment20C:sitePW"
"treatment20C...56",-0.415307446970546,12,4.90045097697074e-64,"treatment20C"
"siteDB...57",-0.565564693247704,12,6.71911057885428e-125,"siteDB"
"sitePW...58",-0.374005194637039,12,1.86742104602323e-59,"sitePW"
"treatment20C:siteDB...59",0.183550222720918,12,1.06077612972655e-07,"treatment20C:siteDB"
"treatment20C:sitePW...60",-0.252548258314453,12,3.96209618137468e-13,"treatment20C:sitePW"
"treatment20C...61",-0.257845020663739,13,2.86898088665568e-27,"treatment20C"
"siteDB...62",-0.641680114525014,13,1.08587703712605e-147,"siteDB"
"sitePW...63",-0.352476772380812,13,1.73740280527745e-50,"sitePW"
"treatment20C:siteDB...64",0.1250554489,13,0.000278506784223382,"treatment20C:siteDB"
"treatment20C:sitePW...65",-0.086599125184893,13,0.00917848191560594,"treatment20C:sitePW"
"treatment20C...66",-0.309423597915065,14,1.12357003493677e-35,"treatment20C"
"siteDB...67",-0.731296395525197,14,2.51253417397487e-179,"siteDB"
"sitePW...68",-0.501505347049559,14,7.86399311848746e-93,"sitePW"
"treatment20C:siteDB...69",0.168168355474124,14,3.53902705105165e-06,"treatment20C:siteDB"
"treatment20C:sitePW...70",-0.0440348194699815,14,0.21175619510846,"treatment20C:sitePW"
"treatment20C...71",-0.503692961868371,15,1.83008775549199e-88,"treatment20C"
"siteDB...72",-0.644421624074674,15,9.52365878083089e-156,"siteDB"
"sitePW...73",-0.328797004414735,15,7.46297132204256e-48,"sitePW"
"treatment20C:siteDB...74",0.407074328873653,15,9.98931658828512e-31,"treatment20C:siteDB"
"treatment20C:sitePW...75",-0.0763223260237226,15,0.0273229160355797,"treatment20C:sitePW"
"treatment20C...76",-0.647022674919103,16,2.28617536641552e-152,"treatment20C"
"siteDB...77",-0.619654989921067,16,2.00849730811197e-160,"siteDB"
"sitePW...78",-0.658038158598697,16,2.91844257327254e-170,"sitePW"
"treatment20C:siteDB...79",0.26471668005653,16,2.04139378251455e-14,"treatment20C:siteDB"
"treatment20C:sitePW...80",0.268146724254421,16,1.68057954575183e-14,"treatment20C:sitePW"
"treatment20C...81",-0.324619499288269,17,1.79173597364993e-40,"treatment20C"
"siteDB...82",-0.671162453768437,17,7.60406182695092e-161,"siteDB"
"sitePW...83",-0.479997764663857,17,8.99120811074276e-87,"sitePW"
"treatment20C:siteDB...84",0.29807872006052,17,2.20871902596635e-17,"treatment20C:siteDB"
"treatment20C:sitePW...85",-0.157406421706456,17,9.42882505904308e-06,"treatment20C:sitePW"
"treatment20C...86",-0.177843859363682,18,6.32140103477787e-15,"treatment20C"
"siteDB...87",-0.650005679989915,18,2.53507708974057e-161,"siteDB"
"sitePW...88",-0.513190864682062,18,2.16385406781177e-104,"sitePW"
"treatment20C:siteDB...89",-0.086832445499721,18,0.0123087718639443,"treatment20C:siteDB"
"treatment20C:sitePW...90",-0.202021830746947,18,2.97750421142024e-09,"treatment20C:sitePW"
"treatment20C...91",-0.181870087175785,19,1.33131725724214e-13,"treatment20C"
"siteDB...92",-0.451479903687794,19,8.82766810876553e-78,"siteDB"
"sitePW...93",-0.254912033331451,19,5.24970212010743e-27,"sitePW"
"treatment20C:siteDB...94",-0.033893500870693,19,0.329060962429835,"treatment20C:siteDB"
"treatment20C:sitePW...95",-0.232973621860865,19,8.24045571648783e-12,"treatment20C:sitePW"
"treatment20C...96",-0.433567102399337,20,3.78351245870364e-73,"treatment20C"
"siteDB...97",-0.767800686574776,20,2.04864809343272e-221,"siteDB"
"sitePW...98",-0.396460584675646,20,7.84676129684862e-70,"sitePW"
"treatment20C:siteDB...99",0.224927372611547,20,1.7888343914707e-10,"treatment20C:siteDB"
"treatment20C:sitePW...100",0.0811855212605456,20,0.0136843020021425,"treatment20C:sitePW"
"treatment20C...101",-0.259257678094637,21,2.04252756663875e-28,"treatment20C"
"siteDB...102",-0.661844473470694,21,2.24755536136261e-167,"siteDB"
"sitePW...103",-0.65504383188704,21,1.8460001908556e-157,"sitePW"
"treatment20C:siteDB...104",-0.048450267982612,21,0.166005118406394,"treatment20C:siteDB"
"treatment20C:sitePW...105",-0.010446361113829,21,0.761965774348737,"treatment20C:sitePW"
"treatment20C...106",-0.352618032676514,22,8.73854352454848e-52,"treatment20C"
"siteDB...107",-0.584817810669003,22,5.79996130083302e-135,"siteDB"
"sitePW...108",-0.499217305032213,22,1.18594461889593e-102,"sitePW"
"treatment20C:siteDB...109",0.179210402387627,22,9.93019952397691e-08,"treatment20C:siteDB"
"treatment20C:sitePW...110",0.0568971802317673,22,0.0874180882942197,"treatment20C:sitePW"
"treatment20C...111",-0.257699017932637,23,8.16682694677723e-27,"treatment20C"
"siteDB...112",-0.582393538169312,23,3.44214016837108e-123,"siteDB"
"sitePW...113",-0.472341283547592,23,1.46632821680537e-84,"sitePW"
"treatment20C:siteDB...114",0.108509113374517,23,0.00192174256099742,"treatment20C:siteDB"
"treatment20C:sitePW...115",-0.05670803931622,23,0.0996156292853843,"treatment20C:sitePW"
"treatment20C...116",-0.272709958587522,24,2.15445310765405e-30,"treatment20C"
"siteDB...117",-0.719792337783486,24,1.80280016390896e-182,"siteDB"
"sitePW...118",-0.382626676841052,24,2.20462693915033e-61,"sitePW"
"treatment20C:siteDB...119",0.138569484394754,24,9.19814857171116e-05,"treatment20C:siteDB"
"treatment20C:sitePW...120",-0.148038540748461,24,9.92416398233555e-06,"treatment20C:sitePW"
"treatment20C...121",-0.420177118328997,25,1.59753322780292e-74,"treatment20C"
"siteDB...122",-0.766977858694349,25,6.50545337457484e-237,"siteDB"
"sitePW...123",-0.570589659661443,25,1.54288359705404e-141,"sitePW"
"treatment20C:siteDB...124",0.159376103837162,25,3.20500536451442e-06,"treatment20C:siteDB"
"treatment20C:sitePW...125",0.101164466431325,25,0.00205125843519729,"treatment20C:sitePW"
"treatment20C...126",-0.497036576108663,26,1.00244893006312e-79,"treatment20C"
"siteDB...127",-0.768651552515986,26,1.50141133440427e-192,"siteDB"
"sitePW...128",-0.304572522869624,26,2.3689085931513e-37,"sitePW"
"treatment20C:siteDB...129",0.658715170464622,26,4.04244980002012e-72,"treatment20C:siteDB"
"treatment20C:sitePW...130",0.0501238211415023,26,0.154469168331635,"treatment20C:sitePW"
"treatment20C...131",-0.310712845952254,27,1.99131709074745e-37,"treatment20C"
"siteDB...132",-0.489857628441896,27,4.81299993060305e-94,"siteDB"
"sitePW...133",-0.451235815617271,27,2.15407404431771e-78,"sitePW"
"treatment20C:siteDB...134",0.0155985323607907,27,0.651884531282358,"treatment20C:siteDB"
"treatment20C:sitePW...135",0.0427979120298248,27,0.208811290984853,"treatment20C:sitePW"
"treatment20C...136",-0.213207410278885,28,3.9116758649067e-19,"treatment20C"
"siteDB...137",-0.609250593482247,28,3.87656206087473e-134,"siteDB"
"sitePW...138",-0.426274944875659,28,1.94717175076218e-68,"sitePW"
"treatment20C:siteDB...139",0.0150905979323246,28,0.666920872136769,"treatment20C:siteDB"
"treatment20C:sitePW...140",-0.101175399028447,28,0.00315090257296052,"treatment20C:sitePW"
"treatment20C...141",-0.189699182028129,29,4.98533702292661e-15,"treatment20C"
"siteDB...142",-0.52397391826819,29,1.46059410842414e-100,"siteDB"
"sitePW...143",-0.362744254272761,29,1.71082823068775e-51,"sitePW"
"treatment20C:siteDB...144",-0.0561168582053121,29,0.109747587401663,"treatment20C:siteDB"
"treatment20C:sitePW...145",-0.208745797118249,29,1.2734948908752e-09,"treatment20C:sitePW"
"treatment20C...146",-0.45345055193711,30,2.5911697645178e-77,"treatment20C"
"siteDB...147",-0.654961230092218,30,5.48098634893374e-163,"siteDB"
"sitePW...148",-0.524590063442017,30,3.0659490003727e-110,"sitePW"
"treatment20C:siteDB...149",0.203304496407648,30,6.42838122652134e-09,"treatment20C:siteDB"
"treatment20C:sitePW...150",-0.0310140655576001,30,0.371486114309208,"treatment20C:sitePW"
"treatment20C...151",-0.140783028533997,31,4.50472220743541e-09,"treatment20C"
"siteDB...152",-0.610051891941362,31,5.46364022108617e-127,"siteDB"
"sitePW...153",-0.275499143459321,31,1.47566948650224e-29,"sitePW"
"treatment20C:siteDB...154",0.105047563733818,31,0.00276192648559516,"treatment20C:siteDB"
"treatment20C:sitePW...155",-0.324467298066896,31,4.92286357532511e-21,"treatment20C:sitePW"
"treatment20C...156",-0.204080910913878,32,4.70015880598503e-18,"treatment20C"
"siteDB...157",-0.678857288517399,32,1.00609495951494e-166,"siteDB"
"sitePW...158",-0.358267476226225,32,1.07526479961145e-55,"sitePW"
"treatment20C:siteDB...159",0.233620296111757,32,7.87837063261607e-12,"treatment20C:siteDB"
"treatment20C:sitePW...160",-0.0890682095887447,32,0.00595214684870528,"treatment20C:sitePW"
"treatment20C...161",-0.13734104621412,33,9.62739540137337e-09,"treatment20C"
"siteDB...162",-0.468525482610188,33,2.89342229941651e-82,"siteDB"
"sitePW...163",-0.289086912227018,33,6.40504595432792e-34,"sitePW"
"treatment20C:siteDB...164",-0.123638584117965,33,0.000375990498936048,"treatment20C:siteDB"
"treatment20C:sitePW...165",-0.331510465289248,33,4.62640972241954e-22,"treatment20C:sitePW"
"treatment20C...166",-0.50891081007989,34,5.40856956128208e-98,"treatment20C"
"siteDB...167",-0.767744659360223,34,1.22268126821617e-214,"siteDB"
"sitePW...168",-0.48042500239169,34,4.14819105740193e-97,"sitePW"
"treatment20C:siteDB...169",0.405141041411753,34,5.10846810200704e-30,"treatment20C:siteDB"
"treatment20C:sitePW...170",0.125781280836577,34,0.000221349331092829,"treatment20C:sitePW"
"treatment20C...171",-0.178910165203922,35,8.9563092322579e-13,"treatment20C"
"siteDB...172",-0.424823644306626,35,4.572603854215e-67,"siteDB"
"sitePW...173",-0.180983467783807,35,2.66547916059239e-14,"sitePW"
"treatment20C:siteDB...174",-0.0305349972278273,35,0.377990095325404,"treatment20C:siteDB"
"treatment20C:sitePW...175",-0.268480317092491,35,2.28098937789052e-15,"treatment20C:sitePW"
"treatment20C...176",-0.217732432004808,36,1.56851461934038e-19,"treatment20C"
"siteDB...177",-0.551836830950045,36,8.05583368804868e-111,"siteDB"
"sitePW...178",-0.294428563584753,36,1.01685532303944e-36,"sitePW"
"treatment20C:siteDB...179",0.0240424960021037,36,0.491068704828012,"treatment20C:siteDB"
"treatment20C:sitePW...180",-0.325662380353011,36,7.66190370756075e-22,"treatment20C:sitePW"
"treatment20C...181",-0.32430416630801,37,1.78364595521334e-38,"treatment20C"
"siteDB...182",-0.484161919142882,37,5.25272774309075e-85,"siteDB"
"sitePW...183",-0.314510865719944,37,3.21846990333811e-41,"sitePW"
"treatment20C:siteDB...184",0.100400994842693,37,0.00459473743456863,"treatment20C:siteDB"
"treatment20C:sitePW...185",-0.124818470362735,37,0.000273926610010048,"treatment20C:sitePW"
"treatment20C...186",-0.322193668260674,38,2.20752567701221e-37,"treatment20C"
"siteDB...187",-0.390414388284353,38,2.7728451042624e-59,"siteDB"
"sitePW...188",-0.395248162309333,38,6.18103144902309e-60,"sitePW"
"treatment20C:siteDB...189",0.00612798002163492,38,0.861063155035383,"treatment20C:siteDB"
"treatment20C:sitePW...190",-0.0851356501888492,38,0.014968990397806,"treatment20C:sitePW"
"treatment20C...191",-0.145250564235439,39,4.09778408023753e-09,"treatment20C"
"siteDB...192",-0.489621162555556,39,4.76149558191678e-87,"siteDB"
"sitePW...193",-0.396494077201427,39,6.87252633046282e-59,"sitePW"
"treatment20C:siteDB...194",-0.10020537307108,39,0.0047705191235068,"treatment20C:siteDB"
"treatment20C:sitePW...195",-0.212518068095203,39,1.48965762899541e-09,"treatment20C:sitePW"
"treatment20C...196",-0.269121662054201,40,5.49201323118572e-30,"treatment20C"
"siteDB...197",-0.534773808711,40,7.58658222672547e-113,"siteDB"
"sitePW...198",-0.399114640269848,40,1.44967773601844e-66,"sitePW"
"treatment20C:siteDB...199",0.140424153466678,40,2.45756199019649e-05,"treatment20C:siteDB"
"treatment20C:sitePW...200",-0.247421483546585,40,4.07221319842942e-13,"treatment20C:sitePW"
"treatment20C...201",-0.472096065682315,41,9.70532075058946e-87,"treatment20C"
"siteDB...202",-0.726793769549505,41,3.66755187703798e-205,"siteDB"
"sitePW...203",-0.467275055040869,41,1.63382998047629e-91,"sitePW"
"treatment20C:siteDB...204",0.189135760629866,41,6.95990791298526e-08,"treatment20C:siteDB"
"treatment20C:sitePW...205",0.0473100411141527,41,0.162221162005883,"treatment20C:sitePW"
"treatment20C...206",-0.424479155343937,42,8.33509118848115e-72,"treatment20C"
"siteDB...207",-0.594247956070501,42,4.1868309156276e-149,"siteDB"
"sitePW...208",-0.537236267896311,42,9.08135675023626e-122,"sitePW"
"treatment20C:siteDB...209",0.0923757267080893,42,0.00643605754757174,"treatment20C:siteDB"
"treatment20C:sitePW...210",-0.149396156295217,42,1.6977429874015e-05,"treatment20C:sitePW"
"treatment20C...211",-0.194259942940021,43,9.60397669693853e-16,"treatment20C"
"siteDB...212",-0.644554056007182,43,2.02106997962812e-146,"siteDB"
"sitePW...213",-0.415884860850946,43,8.27401864334182e-68,"sitePW"
"treatment20C:siteDB...214",0.0445101446230021,43,0.209347899990627,"treatment20C:siteDB"
"treatment20C:sitePW...215",-0.138578831844969,43,4.95172345735451e-05,"treatment20C:sitePW"
"treatment20C...216",-0.442126630403173,44,2.9517951091942e-68,"treatment20C"
"siteDB...217",-0.681280298134115,44,5.22153097479356e-157,"siteDB"
"sitePW...218",-0.52507949343045,44,1.52025633436361e-105,"sitePW"
"treatment20C:siteDB...219",0.495241753741506,44,7.61354215902605e-44,"treatment20C:siteDB"
"treatment20C:sitePW...220",0.179743374490074,44,2.51213453844644e-07,"treatment20C:sitePW"
"treatment20C...221",-0.349108245566712,45,6.47159912378749e-44,"treatment20C"
"siteDB...222",-0.691103422345762,45,5.19566177309726e-166,"siteDB"
"sitePW...223",-0.29034539499047,45,6.83293947189781e-37,"sitePW"
"treatment20C:siteDB...224",0.366714358194161,45,1.23397101859323e-24,"treatment20C:siteDB"
"treatment20C:sitePW...225",-0.0314770604795252,45,0.357026821341878,"treatment20C:sitePW"
"treatment20C...226",-0.331776934236441,46,5.11667052438292e-43,"treatment20C"
"siteDB...227",-0.576463537364544,46,1.03441598280234e-126,"siteDB"
"sitePW...228",-0.428786949198789,46,3.57658140290623e-75,"sitePW"
"treatment20C:siteDB...229",0.132689055003236,46,0.000126172444146039,"treatment20C:siteDB"
"treatment20C:sitePW...230",-0.128218583098039,46,0.000172061180627532,"treatment20C:sitePW"
"treatment20C...231",-0.250656983948649,47,2.0989060991728e-27,"treatment20C"
"siteDB...232",-0.599401905607027,47,7.08277366179625e-139,"siteDB"
"sitePW...233",-0.509362419800025,47,1.32944637056266e-102,"sitePW"
"treatment20C:siteDB...234",-0.00365195694406093,47,0.914083883153605,"treatment20C:siteDB"
"treatment20C:sitePW...235",-0.138923214858877,47,3.58815695058641e-05,"treatment20C:sitePW"
"treatment20C...236",-0.642424882472662,48,8.44948204497936e-168,"treatment20C"
"siteDB...237",-0.865955629953759,48,1.08180312891348e-305,"siteDB"
"sitePW...238",-0.652788644536843,48,1.87535438031836e-189,"sitePW"
"treatment20C:siteDB...239",0.47615234348167,48,6.40095365006734e-44,"treatment20C:siteDB"
"treatment20C:sitePW...240",0.170085013049287,48,5.08209640814062e-07,"treatment20C:sitePW"
"treatment20C...241",-0.353751329780424,49,3.71316540485673e-51,"treatment20C"
"siteDB...242",-0.825241862324985,49,1.70110758601501e-240,"siteDB"
"sitePW...243",-0.510079538750582,49,1.82746724795144e-105,"sitePW"
"treatment20C:siteDB...244",0.225616843364863,49,1.93008337147039e-10,"treatment20C:siteDB"
"treatment20C:sitePW...245",-0.0435324506250154,49,0.197556115708282,"treatment20C:sitePW"
"treatment20C...246",-0.343555719961715,50,4.66138438000798e-43,"treatment20C"
"siteDB...247",-0.476785710554002,50,1.68441363683964e-86,"siteDB"
"sitePW...248",-0.357935748421282,50,6.4471756215772e-50,"sitePW"
"treatment20C:siteDB...249",0.14475666879534,50,2.72229154904705e-05,"treatment20C:siteDB"
"treatment20C:sitePW...250",-0.124968003482828,50,0.000366360618181469,"treatment20C:sitePW"
"treatment20C...251",-0.335045743791737,51,1.48000985975998e-46,"treatment20C"
"siteDB...252",-0.591009376066955,51,1.11531708722538e-139,"siteDB"
"sitePW...253",-0.392012346157036,51,5.95229044169802e-68,"sitePW"
"treatment20C:siteDB...254",0.0853396112246467,51,0.0115996426131863,"treatment20C:siteDB"
"treatment20C:sitePW...255",-0.276560040707257,51,3.70175198189609e-16,"treatment20C:sitePW"
"treatment20C...256",-0.203582699184305,52,4.73577752946133e-18,"treatment20C"
"siteDB...257",-0.520701667349018,52,3.51842453208596e-106,"siteDB"
"sitePW...258",-0.383057072089023,52,5.81730776467105e-62,"sitePW"
"treatment20C:siteDB...259",-0.152855178671437,52,8.17817280238185e-06,"treatment20C:siteDB"
"treatment20C:sitePW...260",-0.214319047169798,52,1.15554619502096e-10,"treatment20C:sitePW"
"treatment20C...261",-0.379204304799608,53,7.81072283014686e-57,"treatment20C"
"siteDB...262",-0.608761911651253,53,2.78103206388507e-144,"siteDB"
"sitePW...263",-0.435401706205419,53,5.98654413724099e-79,"sitePW"
"treatment20C:siteDB...264",0.0697262840157592,53,0.0426451714257377,"treatment20C:siteDB"
"treatment20C:sitePW...265",-0.159173904893224,53,3.21456769537032e-06,"treatment20C:sitePW"
"treatment20C...266",-0.545823372667473,54,1.1175302601664e-110,"treatment20C"
"siteDB...267",-0.677383955409658,54,1.73238192938521e-175,"siteDB"
"sitePW...268",-0.458787806390968,54,3.43422798563902e-86,"sitePW"
"treatment20C:siteDB...269",0.289311456770594,54,1.48645707173799e-16,"treatment20C:siteDB"
"treatment20C:sitePW...270",0.0231550395620212,54,0.506138141134029,"treatment20C:sitePW"
"treatment20C...271",-0.491944093699995,55,6.11006079242313e-88,"treatment20C"
"siteDB...272",-0.651376241285469,55,1.50142370262238e-155,"siteDB"
"sitePW...273",-0.459687461413153,55,2.81928280188824e-86,"sitePW"
"treatment20C:siteDB...274",0.376447667957969,55,6.7851972000172e-27,"treatment20C:siteDB"
"treatment20C:sitePW...275",0.00123834338496542,55,0.971559355738344,"treatment20C:sitePW"
"treatment20C...276",-0.0915253218019481,56,0.000210288295840015,"treatment20C"
"siteDB...277",-0.317623016416059,56,8.41492424081683e-39,"siteDB"
"sitePW...278",-0.374704480975215,56,9.81131931895893e-50,"sitePW"
"treatment20C:siteDB...279",-0.123214223279499,56,0.000316479747027682,"treatment20C:siteDB"
"treatment20C:sitePW...280",-0.382088734000726,56,3.14187490999487e-26,"treatment20C:sitePW"
"treatment20C...281",-0.340258558922482,57,2.82035541759843e-43,"treatment20C"
"siteDB...282",-0.473298898762667,57,3.23563369215595e-89,"siteDB"
"sitePW...283",-0.307423428768319,57,4.5239018724145e-40,"sitePW"
"treatment20C:siteDB...284",0.0268505661386946,57,0.438808727215868,"treatment20C:siteDB"
"treatment20C:sitePW...285",-0.136321081945389,57,5.57021904293893e-05,"treatment20C:sitePW"
"treatment20C...286",-0.129264946527429,58,1.38555086367673e-07,"treatment20C"
"siteDB...287",-0.549963015731973,58,8.7922014652854e-106,"siteDB"
"sitePW...288",-0.428087608504307,58,3.41466504174709e-67,"sitePW"
"treatment20C:siteDB...289",-0.124550896115568,58,0.000499013965738285,"treatment20C:siteDB"
"treatment20C:sitePW...290",-0.0983080693534886,58,0.00464103949572234,"treatment20C:sitePW"
"treatment20C...291",-0.336659471400733,59,1.61907773027804e-41,"treatment20C"
"siteDB...292",-0.611216938250962,59,8.96201321649496e-135,"siteDB"
"sitePW...293",-0.47620540188059,59,2.91268681231348e-86,"sitePW"
"treatment20C:siteDB...294",0.284028479787166,59,4.57989218840739e-16,"treatment20C:siteDB"
"treatment20C:sitePW...295",-0.0598042644572224,59,0.0901878848280626,"treatment20C:sitePW"
"treatment20C...296",-0.425630527984962,60,2.50539604396787e-65,"treatment20C"
"siteDB...297",-0.626625570276071,60,1.12233471022338e-142,"siteDB"
"sitePW...298",-0.46815777776649,60,2.17405580552024e-83,"sitePW"
"treatment20C:siteDB...299",0.323979437008071,60,2.64732627310678e-20,"treatment20C:siteDB"
"treatment20C:sitePW...300",0.168938163923986,60,7.70394608740444e-07,"treatment20C:sitePW"
"treatment20C...301",-0.243424584654873,61,1.37645264411392e-23,"treatment20C"
"siteDB...302",-0.493443244354176,61,1.07262767028837e-93,"siteDB"
"sitePW...303",-0.468454747117121,61,1.66264932227132e-80,"sitePW"
"treatment20C:siteDB...304",0.117451782164743,61,0.000579497404135596,"treatment20C:siteDB"
"treatment20C:sitePW...305",0.0214698076497391,61,0.535266120093509,"treatment20C:sitePW"
"treatment20C...306",-0.600452118211336,62,1.03426314765253e-127,"treatment20C"
"siteDB...307",-0.756548416077838,62,3.67911331386439e-214,"siteDB"
"sitePW...308",-0.520641568492634,62,1.2655911480182e-110,"sitePW"
"treatment20C:siteDB...309",0.524637228048234,62,3.9792020007986e-50,"treatment20C:siteDB"
"treatment20C:sitePW...310",0.129161535135885,62,0.000241250517849674,"treatment20C:sitePW"
"treatment20C...311",-0.34552129729925,63,2.50484409807094e-44,"treatment20C"
"siteDB...312",-0.558208487592609,63,1.01277811994685e-114,"siteDB"
"sitePW...313",-0.42080549324391,63,2.52560947315767e-68,"sitePW"
"treatment20C:siteDB...314",0.25993365903567,63,3.59239007349535e-14,"treatment20C:siteDB"
"treatment20C:sitePW...315",-0.174583082405707,63,6.30005232175478e-07,"treatment20C:sitePW"
"treatment20C...316",-0.255825551506085,64,1.1485944560062e-26,"treatment20C"
"siteDB...317",-0.639749563594026,64,7.34834373446833e-146,"siteDB"
"sitePW...318",-0.526295882083531,64,3.62656693611724e-104,"sitePW"
"treatment20C:siteDB...319",0.132165710500841,64,0.00015429230499722,"treatment20C:siteDB"
"treatment20C:sitePW...320",0.0164526528041271,64,0.630209502894366,"treatment20C:sitePW"
"treatment20C...321",-0.313911877582998,65,2.51407328494739e-37,"treatment20C"
"siteDB...322",-0.536053851263043,65,2.28278904240727e-110,"siteDB"
"sitePW...323",-0.492610465343687,65,2.10857484294584e-90,"sitePW"
"treatment20C:siteDB...324",0.121115981824148,65,0.0004732069720184,"treatment20C:siteDB"
"treatment20C:sitePW...325",0.0361780391433988,65,0.299380532288445,"treatment20C:sitePW"
"treatment20C...326",-0.584130529583944,66,9.35784292791473e-127,"treatment20C"
"siteDB...327",-0.710502492693711,66,5.18852915012049e-203,"siteDB"
"sitePW...328",-0.562303139853471,66,3.52679229105929e-131,"sitePW"
"treatment20C:siteDB...329",0.208537313053755,66,3.33722247416578e-09,"treatment20C:siteDB"
"treatment20C:sitePW...330",0.112486544127566,66,0.00123751286732274,"treatment20C:sitePW"
"treatment20C...331",-0.249661697334349,67,1.39368557859589e-24,"treatment20C"
"siteDB...332",-0.501257266367417,67,3.55185390999147e-94,"siteDB"
"sitePW...333",-0.400709621601631,67,1.39252008200245e-60,"sitePW"
"treatment20C:siteDB...334",0.00552496006045225,67,0.873631029522755,"treatment20C:siteDB"
"treatment20C:sitePW...335",-0.270696933295626,67,2.28939036807689e-14,"treatment20C:sitePW"
